trip_id,driver_id,profile_type,depart,from_edge,to_edge,vehicle_type
driver_0563_trip_002,driver_0563,commuter,64560,475299606#2,-428012644#2,commuter
driver_0935_trip_002,driver_0935,student,64560,624728717#1,462138644#4,private_car
driver_0088_trip_002,driver_0088,commuter,64620,255645805#2,233932484#0-AddedOffRampEdge,commuter
driver_0214_trip_002,driver_0214,commuter,64620,624728720#1,-520107251#0,commuter
driver_0809_trip_002,driver_0809,student,64620,460917763#0,-27336730#8,private_car
driver_0916_trip_002,driver_0916,commuter,64620,481045557,233932484#1,commuter
driver_0926_trip_002,driver_0926,commuter,64620,80912586#10,194748112#0,commuter
driver_0940_trip_002,driver_0940,commuter,64620,45838048#3,441215231#0,commuter
driver_0002_trip_002,driver_0002,commuter,64680,-519662802#4,-832418849#1,commuter
driver_0279_trip_002,driver_0279,commuter,64680,-662685557#1,233932484#0,commuter
driver_0383_trip_002,driver_0383,commuter,64680,481045532#3,453040322,commuter
driver_0439_trip_002,driver_0439,commuter,64680,-1288223511,188248177#0,commuter
driver_0465_trip_002,driver_0465,student,64680,928808171#1,453033846#4,private_car
driver_0639_trip_002,driver_0639,student,64680,440897019-AddedOnRampEdge,448790076,private_car
driver_0664_trip_002,driver_0664,commuter,64680,206608466#1,-1416525356#1,commuter
driver_0788_trip_002,driver_0788,commuter,64680,243320230#5,-427564710#4,commuter
driver_0832_trip_002,driver_0832,commuter,64680,-456384920#1,29140969#2,commuter
driver_0191_trip_002,driver_0191,commuter,64740,526242013#0,603954444,commuter
driver_0280_trip_002,driver_0280,student,64740,-184739533#2,706685590#2,private_car
driver_0339_trip_002,driver_0339,commuter,64740,206608466#2,706685591#0,commuter
driver_0501_trip_002,driver_0501,student,64740,448908289,706685590#1,private_car
driver_0802_trip_002,driver_0802,commuter,64740,-496009994#3,427564711#1,commuter
driver_0911_trip_002,driver_0911,commuter,64740,481045531#0,742778602#0,commuter
driver_0955_trip_002,driver_0955,commuter,64740,440781331#1,481045543#6,commuter
driver_0996_trip_002,driver_0996,commuter,64740,334124305#2,427564710#2,commuter
driver_0450_trip_002,driver_0450,student,64800,444347150,1416525357,private_car
driver_0928_trip_002,driver_0928,student,64800,839912069,453033846#3,private_car
driver_0042_trip_002,driver_0042,commuter,64860,576645482#3,987053806,commuter
driver_0095_trip_002,driver_0095,commuter,64860,444400943,453294516#1,commuter
driver_0106_trip_003,driver_0106,taxi,64860,427564712#0,771906756#3,taxi
driver_0141_trip_002,driver_0141,commuter,64860,206608466#5,40016187,commuter
driver_0166_trip_002,driver_0166,commuter,64860,442084727#0,449706509,commuter
driver_0184_trip_002,driver_0184,commuter,64860,442087558#0,-27336730#5,commuter
driver_0219_trip_002,driver_0219,commuter,64860,1149909833,233932484#1,commuter
driver_0461_trip_002,driver_0461,commuter,64860,80912585#1,199898701#0,commuter
driver_0466_trip_002,driver_0466,commuter,64860,440897030,511478558#2,commuter
driver_0529_trip_002,driver_0529,commuter,64860,440897026#0-AddedOffRampEdge,453294516#2,commuter
driver_0679_trip_002,driver_0679,commuter,64860,496009994#4,832418841#1,commuter
driver_0965_trip_002,driver_0965,commuter,64860,576645482#1,-453033846#3,commuter
driver_0014_trip_002,driver_0014,commuter,64920,440881636#0,-605357670#2,commuter
driver_0181_trip_003,driver_0181,taxi,64920,448786343,442014419,taxi
driver_0193_trip_002,driver_0193,commuter,64920,860062296#1,538306200,commuter
driver_0418_trip_002,driver_0418,commuter,64920,-1288223511,-453033846#4,commuter
driver_0425_trip_002,driver_0425,commuter,64920,442084732#0,538306201#2,commuter
driver_0473_trip_002,driver_0473,commuter,64920,248284670#1,-603954445#1,commuter
driver_0659_trip_002,driver_0659,commuter,64920,759548583#5,-520107251#0,commuter
driver_0893_trip_002,driver_0893,commuter,64920,444151457#1,1462151557,commuter
driver_0959_trip_002,driver_0959,commuter,64920,444151454,742778601#1,commuter
driver_0229_trip_002,driver_0229,commuter,64980,450614678#3,-188248177#1,commuter
driver_0382_trip_002,driver_0382,commuter,64980,456384920#0,-605357670#4,commuter
driver_0420_trip_002,driver_0420,commuter,64980,460917763#1,427564711#0,commuter
driver_0530_trip_002,driver_0530,commuter,64980,759548583#0,-605357670#0,commuter
driver_0836_trip_002,driver_0836,commuter,64980,442232083#0,-481045543#6,commuter
driver_0398_trip_002,driver_0398,student,65040,102831305#0,453038175,private_car
driver_0494_trip_002,driver_0494,commuter,65040,440781330#2,29165238#0,commuter
driver_0510_trip_002,driver_0510,commuter,65040,194344119,544809834#0,commuter
driver_0549_trip_003,driver_0549,taxi,65040,-27336730#4,442232083#0,taxi
driver_0599_trip_002,driver_0599,commuter,65040,-440771230#6,-297891659#2,commuter
driver_0459_trip_002,driver_0459,student,65100,-80912578#1,544809834#1,private_car
driver_0472_trip_002,driver_0472,student,65100,624728717#3,1445405481,private_car
driver_0586_trip_002,driver_0586,commuter,65100,456382543#1,443987648#5,commuter
driver_0225_trip_002,driver_0225,commuter,65160,45838048#7,444418076#1,commuter
driver_0243_trip_002,driver_0243,student,65160,644683744#0,232602658#0,private_car
driver_0258_trip_002,driver_0258,commuter,65160,458696120#4,-742778602#1,commuter
driver_0458_trip_002,driver_0458,student,65160,644683741,199898701#1,private_car
driver_0771_trip_002,driver_0771,student,65160,1329544156,448317070#2,private_car
driver_0972_trip_002,driver_0972,commuter,65160,624728710#2,27336785#0,commuter
driver_0302_trip_002,driver_0302,student,65220,33563313,448786343,private_car
driver_0497_trip_002,driver_0497,commuter,65220,550008871#7,706685590#2,commuter
driver_0514_trip_002,driver_0514,commuter,65220,460894516#2,-428012644#3,commuter
driver_0607_trip_002,driver_0607,commuter,65220,458696120#4,232796360#1,commuter
driver_0829_trip_002,driver_0829,student,65220,1445405479#4,184827120#3,private_car
driver_0847_trip_002,driver_0847,commuter,65220,576645490#0-AddedOnRampEdge,-1416525356#0,commuter
driver_0877_trip_002,driver_0877,commuter,65220,440897030,1416525358#0,commuter
driver_0006_trip_003,driver_0006,taxi,65280,706685591#0,576645482#1,taxi
driver_0163_trip_002,driver_0163,commuter,65280,428129145,-29140969#6,commuter
driver_0169_trip_002,driver_0169,commuter,65280,102831329#2,466643174#1,commuter
driver_0290_trip_002,driver_0290,commuter,65280,519197805,457900649,commuter
driver_0491_trip_002,driver_0491,commuter,65280,484552815#4,199898701#0,commuter
driver_0691_trip_003,driver_0691,taxi,65280,832418841#4,860062299#1,taxi
driver_0040_trip_002,driver_0040,student,65340,460894516#1,-734144753#1,private_car
driver_0498_trip_002,driver_0498,commuter,65340,-507573212#0,184827120#2,commuter
driver_0635_trip_002,driver_0635,commuter,65340,-545840833#1,453040322,commuter
driver_0767_trip_002,driver_0767,commuter,65340,1157589654#0,603954445#1,commuter
driver_0971_trip_002,driver_0971,commuter,65340,-624728719#0,1443971168#1,commuter
driver_0217_trip_002,driver_0217,student,65400,839912069,-834929374#1,private_car
driver_0325_trip_002,driver_0325,commuter,65400,576645490#0-AddedOnRampEdge,428012644#0,commuter
driver_0386_trip_002,driver_0386,commuter,65400,442084732#0,29165238#0,commuter
driver_0721_trip_002,driver_0721,commuter,65400,-541821717#4,-199898702,commuter
driver_0197_trip_002,driver_0197,student,65460,441215233#1,-297891659#2,private_car
driver_0407_trip_002,driver_0407,commuter,65460,442084725#1,455100763#1,commuter
driver_0431_trip_002,driver_0431,commuter,65460,442084728#0-AddedOnRampEdge,538306203#0,commuter
driver_0553_trip_002,driver_0553,commuter,65460,1445405479#1,441215231#2,commuter
driver_0823_trip_003,driver_0823,taxi,65460,443987640#2,45838048#7,taxi
driver_0945_trip_002,driver_0945,commuter,65460,255645805#1,605357670#0,commuter
driver_0342_trip_002,driver_0342,commuter,65520,-206608466#5,297891659#0,commuter
driver_0367_trip_002,driver_0367,commuter,65520,481045532#5-AddedOffRampEdge,445209017#1,commuter
driver_0729_trip_002,driver_0729,commuter,65520,460917763#2,585606281#1,commuter
driver_0897_trip_002,driver_0897,commuter,65520,540758828#2,-1416525358#0,commuter
driver_0937_trip_002,driver_0937,student,65520,-846646018#1,29165238#2,private_car
driver_0098_trip_002,driver_0098,student,65580,444422638#2,455100763#0,private_car
driver_0208_trip_002,driver_0208,commuter,65580,-545840833#0,-427774900#0,commuter
driver_0597_trip_003,driver_0597,taxi,65580,448790075,442232083#0-AddedOnRampEdge,taxi
driver_0807_trip_002,driver_0807,student,65580,240587997#1,697672669#1,private_car
driver_0957_trip_002,driver_0957,commuter,65580,-80912586#10,448282336#0,commuter
driver_0018_trip_002,driver_0018,student,65640,29118093#0,297891659#1,private_car
driver_0028_trip_002,driver_0028,commuter,65640,541821720#2,451515434#4,commuter
driver_0057_trip_002,driver_0057,commuter,65640,536906828#0,706685591#2,commuter
driver_0081_trip_002,driver_0081,student,65640,-1329544156,199898701#0,private_car
driver_0086_trip_002,driver_0086,commuter,65640,-860062300,-441215231#0,commuter
driver_0092_trip_002,driver_0092,student,65640,240587995-AddedOffRampEdge,29165238#0,private_car
driver_0207_trip_002,driver_0207,commuter,65640,746573030#2,454632165#0,commuter
driver_0352_trip_002,driver_0352,student,65640,1149909833,544809832#2,private_car
driver_0624_trip_002,driver_0624,commuter,65640,1024423910#0,511478558#1,commuter
driver_0763_trip_003,driver_0763,taxi,65640,427774899#2,80912579#4,taxi
driver_0980_trip_002,driver_0980,commuter,65640,860062299#0,646373239#0,commuter
driver_0152_trip_003,driver_0152,taxi,65700,29165238#2,442084733#0,taxi
driver_0177_trip_002,driver_0177,commuter,65700,-860062296#3,33563313,commuter
driver_0646_trip_002,driver_0646,commuter,65700,538458912,444418083,commuter
driver_0888_trip_002,driver_0888,commuter,65700,481045553#0,448317070#0,commuter
driver_0990_trip_002,driver_0990,commuter,65700,-541821717#3,542860215#1,commuter
driver_0020_trip_002,driver_0020,commuter,65760,541821713#0,184739533#6,commuter
driver_0148_trip_003,driver_0148,taxi,65760,194686987#2,-1172199237#3,taxi
driver_0334_trip_002,driver_0334,commuter,65760,-860062300,-706690145#0,commuter
driver_0366_trip_002,driver_0366,student,65760,542860215#3,428012644#3,private_car
driver_0552_trip_002,driver_0552,student,65760,102596669,706690146#1,private_car
driver_0557_trip_002,driver_0557,commuter,65760,536906828#0,-1037695960#1,commuter
driver_0902_trip_002,driver_0902,commuter,65760,481045553#1,-427564710#3,commuter
driver_0540_trip_002,driver_0540,commuter,65820,458699294#0,448282336#1,commuter
driver_0544_trip_002,driver_0544,commuter,65820,188246591#3,706685591#2,commuter
driver_0625_trip_002,driver_0625,student,65820,440897007#1,449706509,private_car
driver_0062_trip_002,driver_0062,student,65880,-102831298,1416525354,private_car
driver_0047_trip_002,driver_0047,commuter,65940,450614678#1,544809832#3,commuter
driver_0051_trip_002,driver_0051,commuter,65940,194344114#1,428012640,commuter
driver_0232_trip_002,driver_0232,commuter,65940,576645482#4,1445405482,commuter
driver_0253_trip_002,driver_0253,commuter,65940,-496009994#1,450614676,commuter
driver_0283_trip_002,driver_0283,student,65940,440781330#1,427774900#3,private_car
driver_0359_trip_002,driver_0359,commuter,65940,526242009#2,1416525358#0,commuter
driver_0526_trip_003,driver_0526,taxi,65940,-481045543#5,541821722#1,taxi
driver_0994_trip_002,driver_0994,commuter,65940,442232083#1,199898701#1,commuter
driver_0156_trip_002,driver_0156,commuter,66000,439965069#1,356939301#4,commuter
driver_0454_trip_002,driver_0454,commuter,66000,-102831329#2,706685590#1,commuter
driver_0550_trip_002,driver_0550,commuter,66000,644683736,27336730#8,commuter
driver_0551_trip_003,driver_0551,taxi,66000,199896075#3,481045529,taxi
driver_0651_trip_002,driver_0651,commuter,66000,444151447#3,450175546#2,commuter
driver_0780_trip_002,driver_0780,commuter,66000,80912586#4,427774900#0,commuter
driver_0120_trip_002,driver_0120,commuter,66060,481045530,585606274,commuter
driver_0493_trip_002,driver_0493,commuter,66060,541821722#1,605357670#0,commuter
driver_0572_trip_002,driver_0572,commuter,66060,1396816547#1,481045543#6,commuter
driver_0649_trip_002,driver_0649,commuter,66060,-80912578#1,697670537,commuter
driver_0710_trip_002,driver_0710,commuter,66060,102831329#2,297891659#2,commuter
driver_0898_trip_002,driver_0898,commuter,66060,646262294,-453033846#4,commuter
driver_0927_trip_002,driver_0927,commuter,66060,194715015#1,646373239#1,commuter
driver_0012_trip_002,driver_0012,commuter,66120,-80912582#0,-453033846#5,commuter
driver_0127_trip_002,driver_0127,commuter,66120,440897382#3,-455100763#0,commuter
driver_0314_trip_002,driver_0314,commuter,66120,-519662802#9,-453033846#1,commuter
driver_0319_trip_002,driver_0319,commuter,66120,442084732#4,444126139,commuter
driver_0371_trip_002,driver_0371,student,66120,440781330#2,356939301#4,private_car
driver_0005_trip_003,driver_0005,taxi,66180,-481045543#5,541821716#1,taxi
driver_0205_trip_002,driver_0205,commuter,66180,1288222582#1,-511478558#1,commuter
driver_0247_trip_002,driver_0247,commuter,66180,428129125#1,904676306#1,commuter
driver_0293_trip_002,driver_0293,student,66180,-27336730#0,542860215#2,private_car
driver_0463_trip_002,driver_0463,commuter,66180,243320230#4,449546093,commuter
driver_0666_trip_002,driver_0666,student,66180,-441215231#2,585606281#0,private_car
driver_0716_trip_002,driver_0716,commuter,66180,80912585#3,-605357670#1,commuter
driver_0779_trip_002,driver_0779,commuter,66180,739038738,427774899#0,commuter
driver_0849_trip_003,driver_0849,taxi,66180,-427564711#1,-860062296#2,taxi
driver_0470_trip_002,driver_0470,commuter,66240,442084729,1416525356#1,commuter
driver_0475_trip_002,driver_0475,commuter,66240,644683744#1,-194686987#3,commuter
driver_0564_trip_002,driver_0564,commuter,66240,428129117#0,706690145#1,commuter
driver_0776_trip_002,driver_0776,commuter,66240,-80912578#3,697672669#2,commuter
driver_0820_trip_003,driver_0820,taxi,66240,427774900#1,481045532#3,taxi
driver_0895_trip_002,driver_0895,commuter,66240,-1329544156,-832418849#1,commuter
driver_0263_trip_002,driver_0263,commuter,66300,928808169#0,904676304,commuter
driver_0269_trip_003,driver_0269,taxi,66300,428012640,444151455#2,taxi
driver_0294_trip_002,driver_0294,commuter,66300,-80912579#2,-427564714#2,commuter
driver_0654_trip_002,driver_0654,commuter,66300,444400942#0,445014534,commuter
driver_0813_trip_002,driver_0813,commuter,66300,-519662802#5,-1373650660#0,commuter
driver_0880_trip_002,driver_0880,commuter,66300,520107249#4,706685590#0,commuter
driver_0991_trip_002,driver_0991,commuter,66300,1050732573#2,449785729,commuter
driver_0013_trip_002,driver_0013,commuter,66360,860062296#3,445209017#1,commuter
driver_0126_trip_002,driver_0126,commuter,66360,-45838048#7,250274117,commuter
driver_0363_trip_002,driver_0363,student,66360,440897003-AddedOffRampEdge,-29140969#6,private_car
driver_0556_trip_002,driver_0556,student,66360,550008871#7,585911372#2,private_car
driver_0643_trip_003,driver_0643,taxi,66360,481045543#7,519197805,taxi
driver_0709_trip_002,driver_0709,commuter,66360,1443036962#0,427774899#2,commuter
driver_0808_trip_002,driver_0808,commuter,66360,1340165295#1,1416525358#1,commuter
driver_0890_trip_002,driver_0890,student,66360,448908289,-188248177#0,private_car
driver_0909_trip_002,driver_0909,commuter,66360,-624728719#2,194686980,commuter
driver_0975_trip_002,driver_0975,commuter,66360,444243639#0,441215233#2,commuter
driver_0222_trip_002,driver_0222,student,66420,80912586#8,443987648#5,private_car
driver_0275_trip_002,driver_0275,commuter,66420,576645490#0-AddedOnRampEdge,-1092152288,commuter
driver_0537_trip_002,driver_0537,commuter,66420,1443036962#1,250274117,commuter
driver_0579_trip_002,driver_0579,commuter,66420,576645478#0,449547601-AddedOnRampEdge,commuter
driver_0628_trip_002,driver_0628,commuter,66420,1445405479#1,585911372#1,commuter
driver_0775_trip_002,driver_0775,student,66420,644683744#1,585606281#1,private_car
driver_0785_trip_002,driver_0785,commuter,66420,-662685557#1,538306202#1,commuter
driver_0810_trip_002,driver_0810,student,66420,456072225,29165238#2,private_car
driver_0284_trip_002,driver_0284,commuter,66480,240587995-AddedOffRampEdge,-1037695960#1,commuter
driver_0312_trip_002,driver_0312,commuter,66480,444151457#0,233932484#0-AddedOffRampEdge,commuter
driver_0327_trip_002,driver_0327,commuter,66480,759548583#0,-427774900#1,commuter
driver_0332_trip_002,driver_0332,commuter,66480,450920618,199898038#0,commuter
driver_0378_trip_002,driver_0378,commuter,66480,441997995#0,453294516#1,commuter
driver_0471_trip_002,driver_0471,commuter,66480,1285486393#1,697672669#1,commuter
driver_0502_trip_002,driver_0502,commuter,66480,80912586#4,542860215#0,commuter
driver_0538_trip_002,driver_0538,student,66480,449880707#0,453033846#5,private_car
driver_0620_trip_002,driver_0620,commuter,66480,440769442#1,-427564711#1,commuter
driver_0806_trip_002,driver_0806,commuter,66480,519662802#1,29140969#5,commuter
driver_0822_trip_002,driver_0822,commuter,66480,444151457#0,-453033846#0,commuter
driver_0958_trip_002,driver_0958,student,66480,440781328,511478558#1,private_car
driver_0281_trip_003,driver_0281,taxi,66540,-1444575946,440769445,taxi
driver_0340_trip_002,driver_0340,commuter,66540,440765420#6,427774899#0,commuter
driver_0522_trip_002,driver_0522,commuter,66540,576645490#0-AddedOnRampEdge,706685590#1,commuter
driver_0615_trip_002,driver_0615,student,66540,194344114#2,-585911372#1,private_car
driver_0633_trip_002,driver_0633,commuter,66540,-520107249#0,603954444,commuter
driver_0693_trip_003,driver_0693,taxi,66540,-27336730#4,-1024423910#2,taxi
driver_0934_trip_002,driver_0934,commuter,66540,334124305#3,-481045543#6,commuter
driver_0260_trip_001,driver_0260,event_participant,66600,697672669#1,1288223511,event_vehicle
driver_0433_trip_002,driver_0433,commuter,66600,-719556535,450614676,commuter
driver_0590_trip_002,driver_0590,commuter,66600,428129125#4,624720033,commuter
driver_0618_trip_002,driver_0618,commuter,66600,357044796#1,427774899#2,commuter
driver_0683_trip_002,driver_0683,commuter,66600,460894516#1,624720033,commuter
driver_0692_trip_002,driver_0692,commuter,66600,449880706#1,199896075#3,commuter
driver_0920_trip_003,driver_0920,taxi,66600,987053805,440769435#1,taxi
driver_0136_trip_002,driver_0136,commuter,66660,-1024423910#2,428012644#1,commuter
driver_0299_trip_002,driver_0299,commuter,66660,481045531#0,27336730#5,commuter
driver_0396_trip_002,driver_0396,commuter,66660,-440771230#3,520107251#1,commuter
driver_0534_trip_002,driver_0534,commuter,66660,-545840833#0,199898701#0,commuter
driver_0650_trip_002,driver_0650,commuter,66660,511204845#2,453040322,commuter
driver_0730_trip_003,driver_0730,taxi,66660,742778600#1,255645805#0,taxi
driver_0754_trip_002,driver_0754,commuter,66660,928808171#0,511478558#0,commuter
driver_0760_trip_002,driver_0760,commuter,66660,-102831318#1,449546093,commuter
driver_0134_trip_001,driver_0134,event_participant,66720,585911372#1,511204845#4,event_vehicle
driver_0387_trip_002,driver_0387,commuter,66720,442084732#0,538306201#2,commuter
driver_0435_trip_002,driver_0435,commuter,66720,449860491#2,448317071,commuter
driver_0545_trip_002,driver_0545,commuter,66720,444400942#0,199896075#4,commuter
driver_0663_trip_001,driver_0663,event_participant,66720,832418849#3,1174315794,event_vehicle
driver_0777_trip_001,driver_0777,event_participant,66720,605357670#1,248407685,event_vehicle
driver_0938_trip_001,driver_0938,event_participant,66720,923953844#0,29141094#1,event_vehicle
driver_0357_trip_001,driver_0357,event_participant,66780,686139777,444243640#3,event_vehicle
driver_0519_trip_002,driver_0519,commuter,66780,80912586#4,-29140969#7,commuter
driver_0733_trip_001,driver_0733,event_participant,66780,605357670#4,359990752#2,event_vehicle
driver_0772_trip_002,driver_0772,commuter,66780,746573031,453040323-AddedOffRampEdge,commuter
driver_0826_trip_002,driver_0826,commuter,66780,-80912580#1,184827126#1,commuter
driver_0883_trip_002,driver_0883,commuter,66780,-520107249#4,427774900#0,commuter
driver_0998_trip_002,driver_0998,commuter,66780,233809680#0,1092152287#2,commuter
driver_0076_trip_002,driver_0076,commuter,66840,440881636#3,455100763#0,commuter
driver_0190_trip_002,driver_0190,commuter,66840,45838048#7,538306202#3,commuter
driver_0251_trip_002,driver_0251,commuter,66840,80912586#1,199897219,commuter
driver_0369_trip_002,driver_0369,commuter,66840,1312886246,451515434#2,commuter
driver_0427_trip_003,driver_0427,taxi,66840,1443971168#1,860062299#0,taxi
driver_0697_trip_003,driver_0697,taxi,66840,450920620#1,440765420#3,taxi
driver_0795_trip_002,driver_0795,commuter,66840,80912587#0,444418082#1,commuter
driver_0797_trip_002,driver_0797,commuter,66840,440765420#3,451515434#0,commuter
driver_0985_trip_003,driver_0985,taxi,66840,544809833,550008871#8,taxi
driver_0101_trip_002,driver_0101,commuter,66900,527878498#0,444126138,commuter
driver_0393_trip_002,driver_0393,commuter,66900,-80912586#10,585911372#2,commuter
driver_0500_trip_002,driver_0500,commuter,66900,442084727#2,742778602#0,commuter
driver_0542_trip_001,driver_0542,event_participant,66900,742778602#0,541821713#1,event_vehicle
driver_0685_trip_002,driver_0685,commuter,66900,-540758829,428012640,commuter
driver_0864_trip_001,driver_0864,event_participant,66900,232796360#1,450614678#3,event_vehicle
driver_0952_trip_001,driver_0952,event_participant,66900,450614676,-440881469#12,event_vehicle
driver_0194_trip_001,driver_0194,event_participant,66960,-1416525355,194686980,event_vehicle
driver_0568_trip_001,driver_0568,event_participant,66960,542860215#1,-45838048#3,event_vehicle
driver_0790_trip_002,driver_0790,commuter,66960,441997994,427564714#1,commuter
driver_0834_trip_002,driver_0834,commuter,66960,481045531#3,102592937#1,commuter
driver_0605_trip_003,driver_0605,taxi,67020,-428012637,440881636#1-AddedOffRampEdge,taxi
driver_0616_trip_002,driver_0616,commuter,67020,442084732#0,194686987#2,commuter
driver_0908_trip_003,driver_0908,taxi,67020,441215233#2,440769440#1,taxi
driver_0993_trip_002,driver_0993,commuter,67020,496009994#1,904676306#1,commuter
driver_0024_trip_002,driver_0024,commuter,67080,444151459#1,427564714#1,commuter
driver_0082_trip_002,driver_0082,commuter,67080,-1288222582#1,904676307-AddedOffRampEdge,commuter
driver_0173_trip_002,driver_0173,commuter,67080,440897034,646373239#1,commuter
driver_0245_trip_002,driver_0245,commuter,67080,-520107249#0,1022170339,commuter
driver_0305_trip_002,driver_0305,commuter,67080,243320230#1,-742778602#1,commuter
driver_0474_trip_002,driver_0474,commuter,67080,759548583#1,427564713,commuter
driver_0627_trip_002,driver_0627,commuter,67080,993462498#3,444126143,commuter
driver_0644_trip_002,driver_0644,commuter,67080,624728718#1,428012637,commuter
driver_0949_trip_001,driver_0949,event_participant,67080,1092152287#0,737631347#0,event_vehicle
driver_0179_trip_002,driver_0179,commuter,67140,737631347#0,1445405482,commuter
driver_0230_trip_001,driver_0230,event_participant,67140,444428464#1,-45838048#3,event_vehicle
driver_0259_trip_002,driver_0259,commuter,67140,771906764#1,427774899#1,commuter
driver_0464_trip_002,driver_0464,commuter,67140,644683736,441215231#2,commuter
driver_0509_trip_002,driver_0509,commuter,67140,444151457#0,443987645#1,commuter
driver_0657_trip_002,driver_0657,commuter,67140,-80912585#1,188248177#1,commuter
driver_0699_trip_002,driver_0699,commuter,67140,440897028#2,1443971168#1,commuter
driver_0931_trip_002,driver_0931,commuter,67140,442087558#1,742778601#1,commuter
driver_0026_trip_002,driver_0026,commuter,67200,1447702117#0,232967180#1,commuter
driver_0094_trip_002,driver_0094,commuter,67200,860062300,742778602#0,commuter
driver_0131_trip_002,driver_0131,commuter,67200,440769433#0,29140969#6,commuter
driver_0198_trip_002,driver_0198,commuter,67200,519662337,453033846#4,commuter
driver_0201_trip_001,driver_0201,event_participant,67200,897147337,80912586#1,event_vehicle
driver_0204_trip_002,driver_0204,commuter,67200,1445405480,1446926762,commuter
driver_0254_trip_002,driver_0254,commuter,67200,458696117-AddedOnRampEdge,448280093-AddedOnRampEdge,commuter
driver_0406_trip_002,driver_0406,commuter,67200,460894516#0-AddedOnRampEdge,538306201#3,commuter
driver_0476_trip_001,driver_0476,event_participant,67200,461382540,-456382186#1,event_vehicle
driver_0778_trip_001,driver_0778,event_participant,67200,461382540,1416525354,event_vehicle
driver_0791_trip_001,driver_0791,event_participant,67200,428012644#2,541821720#0,event_vehicle
driver_0010_trip_002,driver_0010,commuter,67260,-440771230#7,-428012637,commuter
driver_0285_trip_002,driver_0285,commuter,67260,450614678#2,184739533#8,commuter
driver_0289_trip_002,driver_0289,commuter,67260,536906827#2,1373650660#0,commuter
driver_0720_trip_002,driver_0720,commuter,67260,444151447#2,-194686987#3,commuter
driver_0752_trip_001,driver_0752,event_participant,67260,453040322,80912591,event_vehicle
driver_0989_trip_003,driver_0989,taxi,67260,-297891659#1,541821717#2,taxi
driver_0157_trip_002,driver_0157,commuter,67320,442010288#0,-605357670#4,commuter
driver_0350_trip_002,driver_0350,commuter,67320,541821721#0,-194686987#5,commuter
driver_0384_trip_002,driver_0384,commuter,67320,737631347#0,199898038#0,commuter
driver_0727_trip_003,driver_0727,taxi,67320,462138644#5,737631347#1,taxi
driver_0787_trip_001,driver_0787,event_participant,67320,27336730#5,-297891659#1,event_vehicle
driver_0988_trip_002,driver_0988,commuter,67320,440771230#3,-511478558#2,commuter
driver_0015_trip_003,driver_0015,taxi,67380,444428464#0,442085400#1,taxi
driver_0241_trip_002,driver_0241,commuter,67380,194715015#1,1443971168#1,commuter
driver_0436_trip_002,driver_0436,commuter,67380,1445405479#3,832418841#4,commuter
driver_0483_trip_002,driver_0483,commuter,67380,80912585#4,184739533#6,commuter
driver_0592_trip_002,driver_0592,commuter,67380,541821717#1,1005131462,commuter
driver_0593_trip_002,driver_0593,commuter,67380,442010287,-1416525356#1,commuter
driver_0731_trip_002,driver_0731,commuter,67380,444400943,-29140969#1,commuter
driver_0992_trip_002,driver_0992,commuter,67380,450920618,443987640#1,commuter
driver_0077_trip_001,driver_0077,event_participant,67440,832418849#2,457176635#1,event_vehicle
driver_0150_trip_002,driver_0150,commuter,67440,440781329,1092152287#0,commuter
driver_0221_trip_001,driver_0221,event_participant,67440,448282336#0,442084732#3,event_vehicle
driver_0235_trip_002,driver_0235,commuter,67440,102596672#0,184827120#3,commuter
driver_0487_trip_002,driver_0487,commuter,67440,-860062296#2,444418076#1,commuter
driver_0609_trip_002,driver_0609,commuter,67440,737631347#1,449547601,commuter
driver_0617_trip_003,driver_0617,taxi,67440,427564711#1,79182771#5,taxi
driver_0726_trip_001,driver_0726,event_participant,67440,1005131462,1030848735#0,event_vehicle
driver_0355_trip_001,driver_0355,event_participant,67500,453294516#2,442016280#1,event_vehicle
driver_0434_trip_001,driver_0434,event_participant,67500,427774900#1,1272406241#4,event_vehicle
driver_0481_trip_002,driver_0481,commuter,67500,442084731,29140969#2,commuter
driver_0531_trip_002,driver_0531,commuter,67500,771906756#1,734144754#0,commuter
driver_0266_trip_003,driver_0266,taxi,67560,232967180#1-AddedOnRampEdge,442010287,taxi
driver_0722_trip_001,driver_0722,event_participant,67560,33563313,458696110#1,event_vehicle
driver_0009_trip_002,driver_0009,commuter,67620,484552815#0,834929374#0,commuter
driver_0025_trip_001,driver_0025,event_participant,67620,837413673,449880708#8,event_vehicle
driver_0096_trip_002,driver_0096,commuter,67620,481045531#2,184827120#3,commuter
driver_0255_trip_001,driver_0255,event_participant,67620,443987645#3,444018067,event_vehicle
driver_0328_trip_001,driver_0328,event_participant,67620,199896075#2,-80912589#3,event_vehicle
driver_0354_trip_002,driver_0354,commuter,67620,449860491#3,-544809833,commuter
driver_0484_trip_003,driver_0484,taxi,67620,428012644#2,80912579#3,taxi
driver_0673_trip_001,driver_0673,event_participant,67620,427564714#0,448317070#2,event_vehicle
driver_0770_trip_001,driver_0770,event_participant,67620,184739533#1,248282332,event_vehicle
driver_0079_trip_002,driver_0079,commuter,67680,-519662802#0,443987645#3,commuter
driver_0180_trip_002,driver_0180,commuter,67680,449070492,706690146#0,commuter
driver_0291_trip_002,driver_0291,commuter,67680,440765420#5,184739533#8,commuter
